id,screen_name,name,created_at,full_text,heure,longueur_texte,nombre_mots_cle,Catégorie,Inconfort,Urgence,Sentiment
427,minotaure_,Sarah 🪐,2025-02-23 21:08:44+00:00,"800€ de régule pr le mois de décembre, janvier, février LOL \nen fait faut être riche pour avoir le chauffage et l’eau chaude ???? putain de merde j’en ai ras le cul (60m2, thermostat sur 19) \n @ENGIEpartFR @ENGIEgroup",21:08:44,219,2,Problèmes de facturation,90.0,True,Négatif
428,jpm251,jpm25,2025-02-24 10:42:22+00:00,"@ENGIEpartFR BENOIT a  publié sur le site quelleprime .fr\n\nUne jolie façade pour se donner bonne conscience\nDossier perdu 3 fois, dont 2 fois envoyé en recommandé Dossier avec pièce manquantes,  Ne perdez pas votre temps, ce sont des clowns....",10:42:22,247,1,Problèmes avec l’application,80.0,False,Négatif
429,rareselala,´,2025-02-24 11:15:01+00:00,"Désolé mais le service client @ENGIEpartFR il est catastrophique ça fais depuis novembre que j’attends d’être remboursé d’une mentualite qu’ils m’ont prélevé en TROP, ça me prends trop pour une imbecile",11:15:01,202,2,Service client injoignable,90.0,False,Négatif
430,mehmeh1313,Mehdi,2025-02-24 11:16:43+00:00,@ENGIEgroup  vous appâtez les clients avec votre offres de 100€ offert mais vous oubliez de dire qu’on est obliger de vous apeller depuis plus de 4 mois pour les avoir ! Alors ne vous faite pas avoir car si vous les apeller pas vous allez rien avoir . #engie,11:16:43,258,4,Service client injoignable,90.0,False,Négatif
431,voyager_ytb,Chris L’Europeen,2025-02-25 11:31:25+00:00,@ENGIEpartFR @ademe Voilà une facture de régularisation venant de vous !!! Merci de me mettre limite à la rue !!! https://t.co/9PKIHsO2td,11:31:25,137,0,Problèmes de facturation,90.0,True,Négatif
432,n95i,Francois,2025-02-25 12:09:31+00:00,@ENGIEnewsroom Quels dommages que des conseillers d'#Engie refusent d'aider les clients pour effectuer le règlement de leur facture!!!\n\nTriste image pour l'@ENGIEgroup !!!,12:09:31,173,0,Service client injoignable,90.0,False,Négatif
433,9semL,9sl,2025-02-25 13:00:52+00:00,Vraiment des incapables @ENGIEgroup qui me font prendre une demi journée de taff pour que leur technicien ne soit jamais arrivé ! Quand je les appels ils me raccrochent au nez ??? Mais on est où là ??? @ENGIEgroup boycott,13:00:52,221,0,Problèmes de facturation,90.0,True,Négatif
434,AlfbTek,vérole humaine,2025-02-26 10:32:13+00:00,"@RMCInfo  @BFMTV @CNEWS @60millions @er_natio  @ENGIEpartFR  Ce matin reçu facture GAZ, l'année dernière pour 2 mois 300 €. cette année, on ne chauffe plus la nuit, il fait 10°C le matin dans la maison, la journée 17°C, facture. 42O € Ca va finir quand cette mascarade !!",10:32:13,271,2,Problèmes de facturation,90.0,True,Négatif
435,ferme_occitane,Alésia Rögnvaldr 🇫🇷 (🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇸🇬),2025-02-26 13:39:12+00:00,21/12/24 au 19/02/25\n800€ chez @ENGIEpartFR \n\nVous vous foutez de qui?\nOn a un chauffage dans la SDB à 17° et un dans la chambre à 16°.\nLe reste c'est au bois.\n\nMerde 🖕🏻🖕🏻🖕🏻,13:39:12,180,0,Problèmes de facturation,90.0,True,Négatif
436,JedelBias,🅰️ giraffe with a Ⓜ️oustache 🦒,2025-02-26 15:11:08+00:00,Je paye déjà 135 euro par mois pour mon gaz chez @ENGIEpartFR alors que je chauffe à 18c° quand je suis là et 16 quand je m'absente et que j'utilise le poêle à bois dès que possible pour ne pas utiliser trop de gaz. \nQue puis-je faire de plus?,15:11:08,244,2,Problèmes de facturation,90.0,True,Négatif
437,stefatlan,Stephanie Atlan,2025-03-03 08:35:41+00:00,"@ENGIEgroup @ENGIEpartFR serait il possible de respecter vos délais d’intervention contractuels ? Plus d’eau chaude ni chauffage . Mon contrat ( arr 6.3) stipule 24h max , on me propose une intervention dans 3 jours car faute d’effectif",08:35:41,236,0,Délai d’intervention,95.0,True,Négatif
438,djofthp,jojodamido,2025-03-03 15:24:10+00:00,@ENGIEpartFR on vous parle,15:24:10,26,0,,,,
439,julien_ducerf,Julien Ducerf,2025-03-03 17:50:42+00:00,@ENGIEpartFR c'est du harcèlement pour augmenter les mensualités. \n5 fois en 2 mois. Tout ça pour une régularisation de quelques dizaines d'€ sur la dernière facture.,17:50:42,167,1,Problèmes de facturation,90.0,True,Négatif
440,SouareFirst,So First,2025-03-03 18:47:06+00:00,"@ENGIEpartFR bonjour engie les voleurs ! Attention publicité mensongère , on m indique 100 euros remboursé sur le gaz au moment de la souscription et maintenant on refuse de les donner",18:47:06,184,0,Problèmes de facturation,90.0,True,Négatif
441,Leoletonneau,Tigre & Dragon 🐯 🐉,2025-03-03 23:25:45+00:00,"@ENGIEpartFR vraiment des escrocs, des montants de consommations qui changent. Des excès de facturations dans tous les sens. À fuir",23:25:45,131,0,Problèmes de facturation,90.0,True,Négatif
442,lescausesjustes,AInnovation,2025-03-04 08:09:58+00:00,"@ENGIEgroup @ENGIEpartFR pour l'amour du ciel, c'est quoi cette gestion de vos clients ? #engie #edf @EDFofficiel",08:09:58,113,0,Service client injoignable,90.0,False,Négatif
